Time(sec),Temperature(C),PWM(%)
0.002,28.50,0
0.006,28.50,0
0.010,28.50,0
0.014,28.50,0
0.018,28.50,0
0.022,28.50,0
0.026,28.50,0
0.030,28.50,0
0.035,28.50,0
0.045,28.50,0
0.045,28.50,100
0.046,28.50,100
0.051,28.50,100
0.054,28.50,100
0.059,28.50,100
0.066,28.50,100
0.067,28.50,100
0.075,28.50,100
0.075,28.50,100
0.081,28.50,100
0.083,28.50,100
0.087,28.50,100
0.091,28.50,100
0.098,28.50,100
0.099,28.50,100
0.103,28.50,100
0.106,28.50,100
0.111,28.50,100
0.114,28.50,100
0.118,28.50,100
0.122,28.50,100
0.126,28.50,100
0.130,28.50,100
0.139,28.50,100
0.139,28.50,100
0.144,28.50,100
0.149,28.50,100
0.151,28.50,100
0.154,28.50,100
0.158,28.50,100
0.162,28.50,100
0.166,28.50,100
0.170,28.50,100
0.175,28.50,100
0.178,28.50,100
0.183,28.75,100
0.188,28.75,100
0.194,28.75,100
0.194,28.75,100
0.199,28.75,100
0.203,28.75,100
0.206,28.75,100
0.211,28.75,100
0.214,28.75,100
0.219,28.75,100
0.223,28.75,100
0.227,28.75,100
0.231,28.75,100
0.238,28.75,100
0.239,28.75,100
0.249,28.75,100
0.249,28.75,100
0.256,28.75,100
0.256,28.75,100
0.258,29.00,100
0.265,29.00,100
0.266,29.00,100
0.271,29.00,100
0.274,29.00,100
0.278,29.00,100
0.283,29.00,100
0.289,29.00,100
0.290,29.00,100
0.295,29.00,100
0.300,29.00,100
0.303,29.00,100
0.306,29.00,100
0.310,29.00,100
0.314,29.00,100
0.318,29.00,100
0.322,29.00,100
0.326,29.00,100
0.332,29.00,100
0.338,29.25,100
0.338,29.25,100
0.344,29.25,100
0.349,29.25,100
0.353,29.25,100
0.354,29.25,100
0.358,29.25,100
0.362,29.25,100
0.367,29.25,100
0.370,29.25,100
0.374,29.25,100
0.378,29.25,100
0.382,29.25,100
0.388,29.25,100
0.390,29.25,100
0.395,29.25,100
0.400,29.25,100
0.403,29.25,100
0.407,29.75,100
0.411,29.75,100
0.415,29.75,100
0.419,29.75,100
0.423,29.75,100
0.427,29.75,100
0.431,29.75,100
0.438,29.75,100
0.441,29.75,100
0.447,29.75,100
0.447,29.75,100
0.456,29.75,100
0.456,29.75,100
0.459,29.75,100
0.468,29.75,100
0.468,29.75,100
0.474,29.75,100
0.474,29.75,100
0.478,29.75,100
0.482,30.25,100
0.490,30.25,100
0.490,30.25,100
0.497,30.25,100
0.503,30.25,100
0.503,30.25,100
0.506,30.25,100
0.510,30.25,100
0.514,30.25,100
0.518,30.25,100
0.522,30.25,100
0.526,30.25,100
0.532,30.25,100
0.536,30.25,100
0.539,30.25,100
0.545,30.25,100
0.550,30.25,100
0.550,30.25,100
0.554,30.75,100
0.558,30.75,100
0.562,30.75,100
0.566,30.75,100
0.570,30.75,100
0.574,30.75,100
0.578,30.75,100
0.583,30.75,100
0.589,30.75,100
0.591,30.75,100
0.594,30.75,100
0.599,30.75,100
0.602,30.75,100
0.606,30.75,100
0.610,30.75,100
0.614,30.75,100
0.618,30.75,100
0.622,30.75,100
0.626,30.75,100
0.630,31.25,100
0.639,31.25,99
0.639,31.25,99
0.645,31.25,99
0.650,31.25,99
0.650,31.25,99
0.654,31.25,99
0.658,31.25,99
0.662,31.25,99
0.666,31.25,99
0.670,31.25,99
0.674,31.25,99
0.678,31.25,99
0.683,31.25,99
0.689,31.25,99
0.690,31.25,99
0.696,31.25,99
0.701,31.25,99
0.704,32.00,99
0.706,32.00,97
0.710,32.00,97
0.714,32.00,97
0.718,32.00,97
0.722,32.00,97
0.726,32.00,97
0.730,32.00,97
0.739,32.00,97
0.739,32.00,97
0.746,32.00,97
0.746,32.00,97
0.751,32.00,97
0.754,32.00,97
0.758,32.00,97
0.762,32.00,97
0.766,32.00,97
0.770,32.00,97
0.774,32.00,97
0.778,32.75,98
0.783,32.75,98
0.789,32.75,95
0.790,32.75,95
0.796,32.75,95
0.801,32.75,95
0.804,32.75,95
0.806,32.75,95
0.810,32.75,95
0.814,32.75,95
0.818,32.75,95
0.822,32.75,95
0.826,32.75,95
0.830,32.75,95
0.840,32.75,95
0.840,32.75,95
0.842,32.75,95
0.847,32.75,95
0.853,32.75,96
0.856,33.50,96
0.858,33.50,93
0.862,33.50,93
0.866,33.50,93
0.870,33.50,93
0.874,33.50,93
